expiration,strike,option_type,bid,ask,last,volume
2025-10-22,80.0,put,0.0,0.0,56.7,6.0
2025-10-22,85.0,put,0.0,0.0,61.3,1.0
2025-10-22,90.0,put,67.25,67.4,67.75,
2025-10-22,100.0,put,0.0,0.0,77.95,
2025-10-22,150.0,put,125.85,126.25,123.8,
2025-11-19,10.0,call,11.7,11.95,11.29,5.0
2025-11-19,11.0,call,10.7,11.0,10.4,3.0
2025-11-19,12.0,call,9.75,10.0,9.42,1.0
2025-11-19,12.5,call,9.05,9.85,8.0,1.0
2025-11-19,13.0,call,8.8,9.05,8.55,9.0
2025-11-19,13.5,call,8.35,8.55,8.0,4.0
2025-11-19,14.0,call,7.9,8.15,7.55,25.0
2025-11-19,14.5,call,7.4,7.85,7.5,1.0
2025-11-19,15.0,call,7.0,7.45,7.1,4.0
2025-11-19,16.0,call,6.3,6.55,6.35,5.0
2025-11-19,17.0,call,5.7,6.05,5.65,18.0
2025-11-19,18.0,call,5.15,5.4,5.45,5.0
2025-11-19,19.0,call,4.7,4.95,4.8,1.0
2025-11-19,20.0,call,4.4,4.5,4.3,25.0
2025-11-19,21.0,call,4.05,4.2,4.05,1.0
2025-11-19,22.0,call,3.75,3.9,3.75,4200.0
2025-11-19,23.0,call,3.5,3.6,3.44,26.0
2025-11-19,24.0,call,3.25,3.4,3.25,5.0
2025-11-19,25.0,call,3.05,3.2,3.0,2.0
2025-11-19,26.0,call,2.9,2.97,2.85,1.0
2025-11-19,27.0,call,2.74,2.81,2.77,12.0
2025-11-19,28.0,call,2.56,2.65,2.5,23.0
2025-11-19,29.0,call,2.42,2.51,2.33,2.0
2025-11-19,30.0,call,2.29,2.37,2.26,45.0
2025-11-19,31.0,call,2.17,2.25,2.11,1.0
2025-11-19,32.0,call,2.07,2.14,2.03,1.0
2025-11-19,33.0,call,1.97,2.05,1.93,110.0
2025-11-19,34.0,call,1.86,1.94,1.82,2.0
2025-11-19,35.0,call,1.77,1.85,1.78,10.0
2025-11-19,36.0,call,1.68,1.76,1.5,10.0
2025-11-19,37.0,call,1.62,1.69,1.59,20.0
2025-11-19,38.0,call,1.53,1.61,1.51,20.0
2025-11-19,39.0,call,1.47,1.55,1.3,10.0
2025-11-19,40.0,call,1.4,1.48,1.41,21100.0
2025-11-19,42.5,call,1.27,1.34,1.24,1.0
2025-11-19,45.0,call,1.15,1.22,1.13,1.0
2025-11-19,47.5,call,1.04,1.11,1.02,4.0
2025-11-19,50.0,call,0.96,1.02,0.98,14.0
2025-11-19,55.0,call,0.81,0.87,0.83,21.0
2025-11-19,60.0,call,0.69,0.75,0.68,500.0
2025-11-19,65.0,call,0.6,0.66,0.66,6.0
2025-11-19,70.0,call,0.53,0.59,0.54,26.0
2025-11-19,75.0,call,0.47,0.53,0.45,25.0
2025-11-19,80.0,call,0.42,0.48,0.4,4.0
2025-11-19,85.0,call,0.38,0.43,0.4,10.0
2025-11-19,90.0,call,0.35,0.4,0.35,15007.0
2025-11-19,95.0,call,0.32,0.36,0.35,3.0
2025-11-19,100.0,call,0.29,0.33,0.33,303.0
2025-11-19,110.0,call,0.08,0.34,0.26,
2025-11-19,120.0,call,0.23,0.27,0.16,100.0
2025-11-19,130.0,call,0.12,0.24,0.2,1.0
2025-11-19,140.0,call,0.17,0.2,0.12,102.0
2025-11-19,150.0,call,0.15,0.19,0.08,1.0
2025-11-19,160.0,call,0.14,0.17,0.1,100.0
2025-11-19,170.0,call,0.0,0.21,0.1,
2025-11-19,180.0,call,0.12,0.16,0.1,193.0
2025-11-19,190.0,call,0.11,0.15,0.11,
2025-11-19,200.0,call,0.1,0.13,0.1,10.0
2025-11-19,10.0,put,0.0,0.01,0.01,1.0
2025-11-19,10.5,put,0.0,0.04,0.01,
2025-11-19,11.0,put,0.0,0.06,0.01,5.0
2025-11-19,11.5,put,0.0,0.03,0.01,10.0
2025-11-19,12.0,put,0.0,0.05,0.02,10.0
2025-11-19,12.5,put,0.02,0.06,0.03,1.0
2025-11-19,13.0,put,0.02,0.07,0.04,30.0
2025-11-19,13.5,put,0.05,0.1,0.07,10.0
2025-11-19,14.0,put,0.09,0.13,0.1,1.0
2025-11-19,14.5,put,0.15,0.19,0.18,4.0
2025-11-19,15.0,put,0.25,0.28,0.29,32.0
2025-11-19,16.0,put,0.51,0.56,0.54,2.0
2025-11-19,17.0,put,0.88,0.94,0.89,3.0
2025-11-19,18.0,put,1.32,1.39,1.38,3600.0
2025-11-19,19.0,put,1.84,1.91,1.92,1.0
2025-11-19,20.0,put,2.43,2.5,2.4,25.0
2025-11-19,21.0,put,3.05,3.15,3.12,30.0
2025-11-19,22.0,put,3.75,3.85,3.85,4200.0
2025-11-19,23.0,put,4.45,4.55,4.6,2.0
2025-11-19,24.0,put,5.2,5.35,5.25,1.0
2025-11-19,25.0,put,6.0,6.1,6.1,9.0
2025-11-19,26.0,put,6.75,6.9,6.9,1.0
2025-11-19,27.0,put,7.6,7.7,7.55,1.0
2025-11-19,28.0,put,8.4,8.55,8.3,1.0
2025-11-19,29.0,put,9.25,9.4,9.15,1.0
2025-11-19,30.0,put,9.95,10.6,10.79,1.0
2025-11-19,31.0,put,11.1,11.55,11.95,
2025-11-19,32.0,put,12.7,12.95,11.15,1.0
2025-11-19,33.0,put,12.65,12.8,12.75,2.0
2025-11-19,34.0,put,14.5,14.75,13.4,1.0
2025-11-19,35.0,put,14.15,14.6,15.55,20.0
2025-11-19,36.0,put,15.7,16.2,15.0,5.0
2025-11-19,37.0,put,16.25,16.45,16.3,1.0
2025-11-19,38.0,put,17.05,17.75,17.75,2.0
2025-11-19,39.0,put,18.05,18.9,16.8,1.0
2025-11-19,40.0,put,19.0,19.2,19.25,1.0
2025-11-19,42.5,put,21.25,21.5,21.68,2.0
2025-11-19,45.0,put,24.3,24.95,22.6,2.0
2025-11-19,47.5,put,26.05,26.7,25.5,4.0
2025-11-19,50.0,put,28.75,28.95,29.15,1.0
2025-11-19,60.0,put,37.7,38.35,37.3,
2025-11-19,70.0,put,46.9,48.1,48.74,1.0
2025-11-19,75.0,put,52.35,52.7,52.85,1.0
2025-11-19,85.0,put,0.0,0.0,63.05,7.0
2025-11-19,120.0,put,96.2,96.6,96.65,
2025-11-19,130.0,put,106.05,106.45,106.5,1.0
2025-11-19,150.0,put,0.0,0.0,125.05,
2025-12-17,10.0,call,11.5,11.8,11.69,11.0
2025-12-17,10.5,call,11.0,11.3,11.3,10.0
2025-12-17,11.0,call,10.5,10.85,10.11,1.0
2025-12-17,11.5,call,0.0,0.0,10.59,1000.0
2025-12-17,12.0,call,9.55,9.85,9.55,100.0
2025-12-17,12.5,call,9.05,9.4,8.6,50.0
2025-12-17,13.0,call,8.6,8.9,8.7,1.0
2025-12-17,13.5,call,8.15,8.45,8.5,2.0
2025-12-17,14.0,call,7.7,8.0,7.5,7.0
2025-12-17,14.5,call,7.3,7.65,7.35,7.0
2025-12-17,15.0,call,6.95,7.25,7.31,17.0
2025-12-17,16.0,call,6.15,6.55,6.55,17.0
2025-12-17,17.0,call,5.7,5.85,5.65,21.0
2025-12-17,18.0,call,5.1,5.3,5.1,25.0
2025-12-17,19.0,call,4.7,5.0,4.9,29.0
2025-12-17,20.0,call,4.35,4.5,4.35,33.0
2025-12-17,21.0,call,4.0,4.15,4.1,1.0
2025-12-17,22.0,call,3.7,3.9,3.75,31.0
2025-12-17,23.0,call,3.45,3.6,3.45,3.0
2025-12-17,24.0,call,3.2,3.4,3.2,2.0
2025-12-17,25.0,call,3.0,3.15,3.0,37.0
2025-12-17,26.0,call,2.83,2.97,3.0,7.0
2025-12-17,27.0,call,2.68,2.82,2.75,1.0
2025-12-17,28.0,call,2.52,2.65,2.51,4.0
2025-12-17,29.0,call,2.4,2.52,2.31,10.0
2025-12-17,30.0,call,2.26,2.32,2.37,2.0
2025-12-17,31.0,call,2.16,2.27,2.25,19.0
2025-12-17,32.0,call,2.05,2.15,2.03,8.0
2025-12-17,33.0,call,1.95,2.04,2.01,2.0
2025-12-17,34.0,call,1.86,1.96,1.84,2.0
2025-12-17,35.0,call,1.78,1.86,1.75,28.0
2025-12-17,36.0,call,1.7,1.78,1.62,16.0
2025-12-17,37.0,call,1.62,1.7,1.58,1.0
2025-12-17,38.0,call,1.55,1.64,1.58,10.0
2025-12-17,39.0,call,1.49,1.57,1.45,600.0
2025-12-17,40.0,call,1.44,1.5,1.4,15.0
2025-12-17,42.5,call,1.28,1.36,1.22,29.0
2025-12-17,45.0,call,1.16,1.24,1.22,1.0
2025-12-17,47.5,call,1.05,1.13,1.01,30.0
2025-12-17,50.0,call,0.96,1.04,0.96,18.0
2025-12-17,55.0,call,0.8,0.88,0.8,10.0
2025-12-17,60.0,call,0.69,0.78,0.66,9.0
2025-12-17,65.0,call,0.59,0.67,0.59,9.0
2025-12-17,70.0,call,0.52,0.59,0.54,20.0
2025-12-17,75.0,call,0.47,0.53,0.47,58.0
2025-12-17,80.0,call,0.42,0.48,0.38,30.0
2025-12-17,85.0,call,0.37,0.43,0.39,2.0
2025-12-17,90.0,call,0.34,0.4,0.39,3.0
2025-12-17,95.0,call,0.31,0.36,0.34,2.0
2025-12-17,100.0,call,0.28,0.34,0.3,400.0
2025-12-17,110.0,call,0.24,0.29,0.25,5.0
2025-12-17,120.0,call,0.21,0.26,0.19,3.0
2025-12-17,130.0,call,0.18,0.24,0.15,80.0
2025-12-17,140.0,call,0.0,0.0,0.13,10.0
2025-12-17,150.0,call,0.0,0.0,0.09,1.0
2025-12-17,160.0,call,0.13,0.17,0.1,3.0
2025-12-17,200.0,call,0.09,0.13,0.11,1.0
2025-12-17,10.0,put,0.0,0.02,0.02,1.0
2025-12-17,10.5,put,0.01,0.02,0.01,1.0
2025-12-17,11.0,put,0.0,0.13,0.01,167.0
2025-12-17,11.5,put,0.01,0.05,0.03,78.0
2025-12-17,12.0,put,0.01,0.06,0.03,39.0
2025-12-17,12.5,put,0.03,0.07,0.01,1.0
2025-12-17,13.0,put,0.06,0.11,0.06,1.0
2025-12-17,13.5,put,0.12,0.16,0.12,10.0
2025-12-17,14.0,put,0.16,0.2,0.21,10.0
2025-12-17,14.5,put,0.24,0.31,0.28,5.0
2025-12-17,15.0,put,0.35,0.4,0.4,24.0
2025-12-17,16.0,put,0.62,0.7,0.65,2.0
2025-12-17,17.0,put,1.0,1.08,1.02,36.0
2025-12-17,18.0,put,1.46,1.55,1.45,116.0
2025-12-17,19.0,put,1.99,2.09,2.07,135.0
2025-12-17,20.0,put,2.55,2.67,2.65,1.0
2025-12-17,21.0,put,3.2,3.35,3.2,1.0
2025-12-17,22.0,put,3.9,4.0,4.05,169.0
2025-12-17,23.0,put,4.6,4.75,4.8,3.0
2025-12-17,24.0,put,5.35,5.5,5.37,4.0
2025-12-17,25.0,put,6.05,6.25,6.4,26.0
2025-12-17,26.0,put,6.9,7.05,7.15,1.0
2025-12-17,27.0,put,7.45,7.8,8.5,5.0
2025-12-17,28.0,put,8.55,8.7,8.8,1.0
2025-12-17,29.0,put,8.75,10.15,10.22,1.0
2025-12-17,30.0,put,10.2,10.4,10.35,4.0
2025-12-17,31.0,put,11.05,11.2,11.2,7.0
2025-12-17,32.0,put,11.4,12.75,12.85,5.0
2025-12-17,33.0,put,12.85,13.0,13.2,1.0
2025-12-17,34.0,put,13.7,13.85,14.0,2.0
2025-12-17,35.0,put,14.6,14.75,14.9,5.0
2025-12-17,37.0,put,15.75,17.25,17.54,10.0
2025-12-17,38.0,put,17.3,17.5,17.15,1.0
2025-12-17,39.0,put,0.0,0.0,19.3,1.0
2025-12-17,40.0,put,19.15,19.3,19.15,2.0
2025-12-17,42.5,put,21.45,21.6,21.8,1.0
2025-12-17,45.0,put,23.75,23.95,24.1,1.0
2025-12-17,47.5,put,26.1,26.3,26.08,1.0
2025-12-17,50.0,put,28.4,28.65,28.55,1.0
2025-12-17,55.0,put,0.0,0.0,32.9,1.0
2025-12-17,60.0,put,37.8,38.35,38.5,1.0
2025-12-17,70.0,put,0.0,0.0,47.2,1.0
2025-12-17,80.0,put,56.35,58.95,53.3,
2025-12-17,200.0,put,0.0,0.0,173.31,60.0
2026-01-21,10.0,call,11.85,12.3,11.5,1.0
2026-01-21,10.5,call,0.0,0.0,11.24,750.0
2026-01-21,11.0,call,10.75,11.25,10.79,1.0
2026-01-21,11.5,call,10.4,10.85,10.6,50.0
2026-01-21,12.0,call,9.9,10.4,9.4,4.0
2026-01-21,12.5,call,9.25,9.8,8.85,10.0
2026-01-21,13.0,call,8.85,9.35,8.6,4.0
2026-01-21,13.5,call,8.5,9.0,8.21,
2026-01-21,14.0,call,8.1,8.6,8.15,1.0
2026-01-21,14.5,call,7.65,8.15,7.95,1.0
2026-01-21,15.0,call,7.3,7.75,7.4,3.0
2026-01-21,16.0,call,6.55,7.05,6.7,10.0
2026-01-21,17.0,call,5.85,6.25,6.0,5.0
2026-01-21,18.0,call,5.4,5.75,5.3,3.0
2026-01-21,19.0,call,4.95,5.4,5.1,23.0
2026-01-21,20.0,call,4.6,4.9,4.75,30.0
2026-01-21,21.0,call,4.25,4.55,4.35,30.0
2026-01-21,22.0,call,3.95,4.15,3.97,5.0
2026-01-21,23.0,call,3.65,3.95,3.75,9.0
2026-01-21,24.0,call,3.4,3.7,3.59,6.0
2026-01-21,25.0,call,3.2,3.6,3.4,25.0
2026-01-21,26.0,call,3.0,3.25,3.1,4.0
2026-01-21,27.0,call,2.83,3.05,2.82,1.0
2026-01-21,28.0,call,2.68,2.87,2.65,9.0
2026-01-21,29.0,call,2.53,2.73,2.7,2.0
2026-01-21,30.0,call,2.42,2.6,2.48,8.0
2026-01-21,31.0,call,2.29,2.48,2.1,4.0
2026-01-21,32.0,call,2.17,2.36,2.17,1.0
2026-01-21,33.0,call,2.07,2.27,2.19,4.0
2026-01-21,34.0,call,1.99,2.17,2.22,10.0
2026-01-21,35.0,call,1.92,2.1,2.05,2.0
2026-01-21,36.0,call,1.82,1.99,2.05,1.0
2026-01-21,37.0,call,1.74,1.91,1.68,88.0
2026-01-21,39.0,call,1.59,1.77,1.53,4.0
2026-01-21,40.0,call,1.54,1.7,1.58,8.0
2026-01-21,42.5,call,1.39,1.54,1.55,2.0
2026-01-21,45.0,call,1.24,1.35,1.25,54.0
2026-01-21,47.5,call,1.12,1.26,1.17,12.0
2026-01-21,50.0,call,1.02,1.17,1.1,10.0
2026-01-21,55.0,call,0.84,0.98,0.9,1.0
2026-01-21,60.0,call,0.72,0.84,0.78,1.0
2026-01-21,65.0,call,0.62,0.73,0.68,2605.0
2026-01-21,70.0,call,0.53,0.64,0.6,1.0
2026-01-21,75.0,call,0.46,0.56,0.46,51.0
2026-01-21,80.0,call,0.4,0.5,0.42,1.0
2026-01-21,85.0,call,0.36,0.45,0.42,
2026-01-21,90.0,call,0.32,0.4,0.36,10.0
2026-01-21,95.0,call,0.29,0.37,0.32,2.0
2026-01-21,100.0,call,0.26,0.34,0.3,325.0
2026-01-21,120.0,call,0.18,0.26,0.28,2.0
2026-01-21,140.0,call,0.14,0.2,0.19,5.0
2026-01-21,150.0,call,0.12,0.19,0.18,4.0
2026-01-21,10.0,put,0.0,0.05,0.03,10.0
2026-01-21,10.5,put,0.01,0.07,0.02,1290.0
2026-01-21,11.0,put,0.02,0.08,0.04,262.0
2026-01-21,11.5,put,0.04,0.05,0.05,40.0
2026-01-21,12.0,put,0.06,0.12,0.07,101.0
2026-01-21,12.5,put,0.08,0.1,0.08,100.0
2026-01-21,13.0,put,0.11,0.13,0.12,70.0
2026-01-21,13.5,put,0.14,0.2,0.2,8.0
2026-01-21,14.0,put,0.18,0.25,0.22,100.0
2026-01-21,14.5,put,0.24,0.31,0.35,1.0
2026-01-21,15.0,put,0.31,0.39,0.38,13.0
2026-01-21,16.0,put,0.52,0.61,0.64,3.0
2026-01-21,17.0,put,0.85,0.96,0.96,98.0
2026-01-21,18.0,put,1.26,1.4,1.37,10.0
2026-01-21,19.0,put,1.79,1.95,2.02,1.0
2026-01-21,20.0,put,2.36,2.54,2.49,10.0
2026-01-21,21.0,put,2.99,3.2,3.05,10.0
2026-01-21,22.0,put,3.65,3.85,3.6,10.0
2026-01-21,23.0,put,4.3,4.7,5.44,
2026-01-21,24.0,put,5.0,5.25,5.4,10.0
2026-01-21,25.0,put,5.75,6.0,6.05,5.0
2026-01-21,26.0,put,6.55,6.8,6.65,1.0
2026-01-21,27.0,put,7.15,8.25,7.4,2.0
2026-01-21,30.0,put,8.9,11.0,10.93,6.0
2026-01-21,40.0,put,18.7,18.95,19.1,
2026-01-21,45.0,put,23.45,24.05,24.6,1.0
2026-01-21,55.0,put,0.0,0.0,32.62,
2026-01-21,140.0,put,0.0,0.0,114.56,
2026-01-21,150.0,put,124.35,124.85,124.65,1.0
2026-02-18,10.0,call,11.25,12.95,12.5,2.0
2026-02-18,11.0,call,10.25,12.0,11.3,2.0
2026-02-18,11.5,call,10.25,11.2,10.2,2.0
2026-02-18,12.0,call,9.8,10.7,10.35,5.0
2026-02-18,12.5,call,9.45,10.25,9.2,
2026-02-18,13.0,call,8.9,9.85,9.3,10.0
2026-02-18,13.5,call,8.45,9.35,8.5,
2026-02-18,14.0,call,8.0,8.9,8.25,10.0
2026-02-18,14.5,call,7.6,8.45,7.65,1.0
2026-02-18,15.0,call,7.2,8.05,7.3,1.0
2026-02-18,16.0,call,6.5,7.35,6.7,1.0
2026-02-18,17.0,call,6.0,6.7,6.0,7.0
2026-02-18,18.0,call,5.4,5.85,5.75,3.0
2026-02-18,19.0,call,4.9,5.85,5.36,3.0
2026-02-18,20.0,call,4.85,5.25,4.8,3.0
2026-02-18,21.0,call,4.2,5.05,4.6,10.0
2026-02-18,22.0,call,4.0,4.65,4.15,2.0
2026-02-18,23.0,call,3.7,4.4,4.2,20.0
2026-02-18,24.0,call,3.45,4.15,3.75,6.0
2026-02-18,25.0,call,3.2,3.7,3.65,4.0
2026-02-18,26.0,call,2.9,3.7,2.99,
2026-02-18,28.0,call,2.82,3.3,3.0,163.0
2026-02-18,29.0,call,2.39,3.1,2.6,160.0
2026-02-18,30.0,call,2.42,2.95,2.5,160.0
2026-02-18,31.0,call,2.2,2.91,2.35,1.0
2026-02-18,32.0,call,2.15,2.79,2.2,160.0
2026-02-18,34.0,call,1.81,2.59,2.1,24.0
2026-02-18,35.0,call,1.72,2.5,2.09,1.0
2026-02-18,36.0,call,1.62,2.42,1.9,1.0
2026-02-18,37.0,call,1.55,2.33,2.02,
2026-02-18,38.0,call,1.49,2.26,1.86,1.0
2026-02-18,40.0,call,1.32,2.11,2.0,10.0
2026-02-18,42.5,call,1.54,1.95,1.4,
2026-02-18,45.0,call,1.04,1.81,1.5,20.0
2026-02-18,50.0,call,1.15,1.57,1.15,1.0
2026-02-18,55.0,call,0.66,1.38,1.45,
2026-02-18,60.0,call,0.56,1.22,0.95,2.0
2026-02-18,65.0,call,0.45,1.1,1.0,2.0
2026-02-18,70.0,call,0.55,0.7,0.65,14.0
2026-02-18,75.0,call,0.28,0.63,0.57,17.0
2026-02-18,80.0,call,0.44,0.56,0.5,23.0
2026-02-18,85.0,call,0.25,0.49,0.49,1.0
2026-02-18,90.0,call,0.17,0.45,0.44,30.0
2026-02-18,95.0,call,0.14,0.41,0.38,18.0
2026-02-18,100.0,call,0.2,0.54,0.47,5.0
2026-02-18,120.0,call,0.05,0.47,0.4,
2026-02-18,150.0,call,0.06,0.34,0.23,3.0
2026-02-18,10.0,put,0.01,0.23,0.05,2.0
2026-02-18,12.5,put,0.01,0.17,0.12,5.0
2026-02-18,13.0,put,0.14,0.16,0.15,1.0
2026-02-18,13.5,put,0.07,0.36,0.18,
2026-02-18,14.0,put,0.1,0.25,0.34,
2026-02-18,14.5,put,0.06,0.55,0.11,24.0
2026-02-18,15.0,put,0.3,0.46,0.45,1.0
2026-02-18,16.0,put,0.55,0.88,0.81,3.0
2026-02-18,17.0,put,0.77,1.35,0.97,9.0
2026-02-18,18.0,put,1.19,1.74,1.75,1.0
2026-02-18,19.0,put,1.69,2.34,1.92,16.0
2026-02-18,20.0,put,2.24,2.94,2.65,1.0
2026-02-18,21.0,put,2.86,3.6,3.0,
2026-02-18,22.0,put,3.5,4.25,4.0,
2026-02-18,23.0,put,4.15,5.0,4.85,1.0
2026-02-18,24.0,put,4.85,5.7,6.0,
2026-02-18,30.0,put,9.55,10.1,10.52,
2026-02-18,140.0,put,113.4,115.65,114.82,20.0
2026-02-18,150.0,put,123.1,125.35,124.25,1.0
